"","company","region","seniority","job_category","gender","ethnicity","count","inflow","outflow","salary","year"
"231","The Home Depot","Arab States",3,"Operations","female","multiple",0.031,0,0,1847.91565964413,"2020"
"232","The Goldman Sachs Group","Sub-Saharan Africa",5,"Operations","female","native",0.00901,0,0,193.954987346985,"2020"
"233","Apple","Central and Western Asia",1,"empty","female","api",0.08,0,0,1584.30451424712,"2020"
"234","Accenture Plc","Western Europe",3,"Marketing","male","api",12.717679,0.14225,0.06673,811205.073437881,"2020"
"235","Bristol Myers Squibb Co.","Central and Western Asia",4,"Scientist","male","black",0.009466,2.8e-05,0.00020699999999999,660.094022865644,"2020"
"236","The Goldman Sachs Group","Sub-Saharan Africa",2,"Finance","male","hispanic",0.741734,0.00032899999999999,0.000231,14779.5793140879,"2020"
"237","Databricks","Northern America",5,"Admin","female","api",0.803003,0.00128,0.00012799999999999,112105.009211524,"2020"
"238","Bristol Myers Squibb Co.","Northern Africa",3,"Engineer","male","hispanic",0.066003,2.2e-05,2.4e-05,1546.16729258714,"2020"
"239","Bristol Myers Squibb Co.","Central and Western Asia",5,"Engineer","male","native",0,0,0,NA,"2020"
"240","The Goldman Sachs Group","Sub-Saharan Africa",2,"Operations","male","multiple",0.190573,3.4e-05,2.9e-05,3750.92625046022,"2020"
"241","The Home Depot","Western Europe",1,"Admin","female","black",0.700459,0.009077,6.7e-05,21837.7188602315,"2020"
"242","Apple","Central America and the Caribbean",2,"Sales","female","black",17.452957,0.002481,0.00285,789775.657682446,"2020"
"243","The Goldman Sachs Group","Southern America",2,"Scientist","female","hispanic",13.228168,0.00966099999999999,0.007164,202470.261484309,"2020"
"244","Bristol Myers Squibb Co.","Southern Europe",2,"empty","female","api",0.038369,6.3e-05,5.6e-05,1446.6752870232,"2020"
"245","The Goldman Sachs Group","Southern Asia",4,"Admin","female","white",1.162042,0.000469,0.00049399999999999,30755.7533444572,"2020"
"246","Accenture Plc","Southern America",3,"Scientist","male","multiple",0.385642,0.00016899999999999,0.00098299999999999,7289.01460000445,"2020"
"247","Bristol Myers Squibb Co.","South-Eastern Asia",5,"Engineer","male","multiple",0,0,0,NA,"2020"
"248","Accenture Plc","Northern Africa",1,"Engineer","female","api",1.2352,0.039839,0.003811,10114.2744980456,"2020"
"249","The Goldman Sachs Group","Arab States",2,"Marketing","female","api",0.113118,6.3e-05,2.8e-05,7296.44755494717,"2020"
"250","Accenture Plc","Central and Western Asia",2,"Admin","female","multiple",0.73863,0.00012999999999999,0.000231,12977.7225020515,"2020"
"251","The Goldman Sachs Group","Central America and the Caribbean",3,"Marketing","male","white",1.9e-05,0,0,NA,"2020"
"252","The Goldman Sachs Group","Southern Asia",5,"Admin","female","multiple",0.325807,5.7e-05,7.9e-05,7408.80822011783,"2020"
"253","The Home Depot","Arab States",3,"Sales","male","white",10.939969,0.003458,0.00539699999999999,712136.473774662,"2020"
"254","Accenture Plc","Eastern Europe",5,"Admin","female","api",0.635711,0.00039399999999999,0.000453,35131.8968716254,"2020"
"255","Bristol Myers Squibb Co.","Western Europe",1,"Finance","male","native",0.02341,0,0,1467.26290458909,"2020"
"256","The Goldman Sachs Group",NA,4,"Operations","female","black",1.349365,0.000451,0.00021499999999999,99219.4264253764,"2020"
"257","The Home Depot",NA,3,"Sales","male","native",1.142952,0.000442,0.00703599999999999,59734.623334194,"2020"
"258","Apple","Eastern Asia",4,"Finance","male","black",0.763142,9e-05,0.003689,46692.192113334,"2020"
"259","Apple","Northern America",3,"Operations","male","api",204.514801,0.780531,0.112514,19989183.637164,"2020"
"260","Apple","Southern America",2,"Sales","female","white",192.034504,0.020939,0.018142,4029582.72718404,"2020"
"261","Accenture Plc","Western Europe",2,"Marketing","female","native",2.243518,0.041212,0.011156,124235.663510274,"2020"
"262","Bristol Myers Squibb Co.","Sub-Saharan Africa",1,"Operations","female","white",0.013122,0,0,802.679163419899,"2020"
"263","Databricks","Western Europe",5,"Sales","female","hispanic",0.003189,2e-06,0,300.652895601296,"2020"
"264","Bristol Myers Squibb Co.","Eastern Asia",2,"Engineer","male","api",26.114555,0.010734,0.015022,1020414.76129681,"2020"
"265","Accenture Plc","Western Europe",3,"Operations","male","white",654.243265,22.401414,22.470998,59289417.6748191,"2020"
"266","The Home Depot","Arab States",3,"Operations","male","api",2.225177,0.00048099999999999,0.00047899999999999,192494.430947138,"2020"
"267","Databricks","Southern America",4,"Sales","female","multiple",0,0,0,NA,"2020"
"268","The Goldman Sachs Group","Western Europe",2,"Scientist","female","multiple",0.937643,0.00014899999999999,0.00012799999999999,76588.2467956631,"2020"
"269","Accenture Plc",NA,3,"Engineer","female","api",1328.098738,47.751142,20.118535,30810274.8236525,"2020"
"270","Apple","Northern Europe",6,"Admin","male","api",0,0,0,NA,"2020"
"271","Accenture Plc","Central and Western Asia",7,"Scientist","female","native",0,0,0,NA,"2020"
"272","Apple","Southern Asia",5,"Marketing","male","black",2.148679,0.00983599999999999,0.00043199999999999,45374.793773128,"2020"
"273","Bristol Myers Squibb Co.","Sub-Saharan Africa",5,"Operations","female","hispanic",0.00702899999999999,0,0,309.454443364693,"2020"
"274","Accenture Plc","Southern Europe",3,"Operations","male","black",5.299774,0.00794899999999999,0.013825,348881.98656239,"2020"
"275","The Home Depot","Southern America",5,"Operations","female","hispanic",0.04016,0,0,896.422946558331,"2020"
"276","Apple","Southern Europe",4,"Admin","female","black",0.743061,0.000143,0.00012999999999999,67768.5288984206,"2020"
"277","The Home Depot",NA,3,"Finance","male","black",1.814912,0.000822,0.000505,42531.9524281114,"2020"
"278","The Goldman Sachs Group",NA,4,"Finance","male","hispanic",6.55684,0.012269,0.001828,537809.015876364,"2020"
"279","Accenture Plc","Northern Europe",3,"Sales","male","api",57.096956,0.532597,3.238607,3896342.95002048,"2020"
"280","The Goldman Sachs Group",NA,4,"Marketing","male","multiple",0.020084,0,1.1e-05,1022.48245792629,"2020"
"281","Accenture Plc","Sub-Saharan Africa",3,"empty","male","api",1.059178,0.00016899999999999,0.000164,60846.5636104223,"2020"
"282","Apple","Central America and the Caribbean",4,"Sales","female","hispanic",70.509589,0.017537,0.00660599999999999,2666336.59144751,"2020"
"283","The Home Depot","Northern Europe",3,"Operations","male","hispanic",0.999814,0.000134,8.5e-05,68905.3235731438,"2020"
"284","The Goldman Sachs Group","Arab States",2,"Engineer","female","api",2.376774,0.006812,0.00151,111756.445266358,"2020"
"285","Apple","Southern America",4,"Sales","female","white",67.375084,1.148852,0.00625999999999999,2377875.03313053,"2020"
"286","The Goldman Sachs Group","Eastern Asia",3,"Marketing","male","hispanic",0.065457,7.3e-05,0.0035,3441.71231140551,"2020"
"287","The Goldman Sachs Group","Pacific Islands",5,"empty","male","white",0.000288,0,0,0,"2020"
"288","Bristol Myers Squibb Co.","Western Europe",2,"Scientist","male","white",147.591541,2.0626,4.909654,10329641.6233419,"2020"
"289","Apple","Northern America",3,"Finance","male","white",210.985687,1.218389,0.167426,21929824.4327734,"2020"
"290","Accenture Plc","Sub-Saharan Africa",2,"Admin","female","native",1.961757,0.00149899999999999,0.007699,55455.4563231908,"2020"
"291","Bristol Myers Squibb Co.","Northern America",2,"Sales","female","native",2.846753,0.198622,0.00335,219677.111833522,"2020"
"292","Apple","Western Europe",3,"Sales","female","hispanic",10.949358,0.030364,0.014093,910319.397905386,"2020"
"293","Apple","Southern Asia",2,"Marketing","male","white",213.408116,0.065014,0.050288,4703942.0646272,"2020"
"294","Accenture Plc","Pacific Islands",6,"Marketing","female","black",0,0,0,0,"2020"
"295","Apple","Eastern Asia",3,"Finance","female","white",7.788365,0.00803,0.029988,314834.538645275,"2020"
"296","Apple","Sub-Saharan Africa",5,"Admin","male","api",1.336492,0.000364,0.00034099999999999,61888.3356213517,"2020"
"297","Apple","Southern America",5,"Sales","male","multiple",7.59776,0.001768,0.00216,205959.440053422,"2020"
"298","Databricks","Western Europe",4,"Engineer","male","api",0.018006,2.3e-05,8e-06,1616.83431662413,"2020"
"299","Databricks","Sub-Saharan Africa",1,"Engineer","male","black",1.879307,0.000497,0.00024499999999999,27248.2671596104,"2020"
"300","Databricks","Pacific Islands",5,"Marketing","male","black",0,0,0,NA,"2020"
"301","The Goldman Sachs Group","Northern America",5,"Operations","male","white",146.093879,0.062234,0.053738,34739334.5459277,"2020"
"302","The Goldman Sachs Group","Arab States",2,"Engineer","female","native",0.031415,0,0,1435.1157660774,"2020"
"303","Databricks","Pacific Islands",5,"Marketing","male","native",0,0,0,NA,"2020"
"304","Apple","Eastern Asia",5,"Scientist","female","white",0.024144,0,0,1830.0369884611,"2020"
"305","The Goldman Sachs Group","Central America and the Caribbean",1,"Sales","female","api",0.046998,1.4e-05,1.3e-05,1038.20964292692,"2020"
"306","Bristol Myers Squibb Co.","Eastern Asia",2,"Admin","male","black",0.395098,0.000295,9.8e-05,18217.9228114931,"2020"
"307","Accenture Plc",NA,1,"Operations","male","api",33.05142,1.706275,0.013,415916.80310013,"2020"
"308","The Goldman Sachs Group","Northern Europe",1,"Engineer","male","multiple",2.067867,0.002036,0.0663,89374.4102924198,"2020"
"309","The Goldman Sachs Group","Southern America",3,"Operations","male","multiple",0.58949,0.00025099999999999,0.000113,10554.5005897345,"2020"
"310","Apple",NA,4,"Marketing","female","native",0.189531,0,0,17506.6946672912,"2020"
"311","Accenture Plc","South-Eastern Asia",3,"Engineer","male","black",237.042252,4.093501,4.412503,4404077.09157727,"2020"
"312","Apple","Northern America",2,"Engineer","female","multiple",245.428082,4.072556,3.619671,28546632.1786556,"2020"
"313","Bristol Myers Squibb Co.","Pacific Islands",2,"Admin","female","multiple",1.215922,0.00160199999999999,0.00244599999999999,77382.3237179349,"2020"
"314","The Home Depot","Southern Asia",3,"Sales","male","native",0.175828,1.8e-05,1.7e-05,3934.79517434157,"2020"
"315","Bristol Myers Squibb Co.","Southern Asia",1,"Finance","male","white",0.00696499999999999,0,0,57.5662023119432,"2020"
"316","Apple","Eastern Europe",2,"Engineer","male","hispanic",8.4699,0.594225,0.003647,295770.711206818,"2020"
"317","Databricks","South-Eastern Asia",4,"Admin","male","hispanic",0,0,0,NA,"2020"
"318","The Home Depot","Western Europe",4,"Engineer","male","hispanic",0.015911,0,0,796.827463589951,"2020"
"319","Accenture Plc","Southern America",5,"Sales","male","hispanic",41.755701,0.776191,3.312621,1412686.55354161,"2020"
"320","Bristol Myers Squibb Co.","Southern Asia",1,"Admin","male","api",9.869268,0.00148299999999999,0.001206,88791.6975339519,"2020"
"321","Apple","South-Eastern Asia",5,"Marketing","female","white",3.863541,0.00117399999999999,0.002331,266161.367714698,"2020"
"322","Accenture Plc","Southern Asia",2,"Sales","female","white",162.882145,2.448684,3.307458,2877198.87350494,"2020"
"323","The Goldman Sachs Group","Northern Africa",4,"Operations","female","white",1.137601,0.000183,0.00015699999999999,28016.7328680623,"2020"
"324","Accenture Plc","Sub-Saharan Africa",2,"Engineer","female","api",58.380418,1.559082,2.188395,1402974.76148146,"2020"
"325","The Home Depot","Southern America",4,"Marketing","female","multiple",0.003009,0,0,81.3306582180058,"2020"
"326","Databricks","Northern Europe",6,"Engineer","female","api",0,0,0,NA,"2020"
"327","The Home Depot","Southern Europe",2,"Admin","female","native",0.008928,0,0,761.893650917137,"2020"
"328","Apple","South-Eastern Asia",5,"Scientist","male","api",2.670988,0.000495,0.000406,189303.066204401,"2020"
"329","Databricks","Sub-Saharan Africa",1,"Operations","female","white",0.039078,1.2e-05,5e-06,178.070151789572,"2020"
"330","Databricks","Central America and the Caribbean",1,"Engineer","female","black",0,0,0,NA,"2020"
"331","The Goldman Sachs Group",NA,1,"Scientist","male","api",1.62845,0.002592,0.00319799999999999,72894.3180558032,"2020"
"332","The Home Depot","Central America and the Caribbean",3,"Sales","male","hispanic",48.235058,0.010365,0.00517899999999999,795207.1973316,"2020"
"333","Databricks","Northern America",6,"Operations","male","native",0.00100399999999999,1e-06,0,262.15425645224,"2020"
"334","Accenture Plc","Eastern Asia",3,"Sales","male","api",334.290237,7.065241,3.625123,20076034.4974995,"2020"
"335","The Home Depot","Southern Europe",5,"Operations","male","black",0.318295,0.00010399999999999,8.9e-05,13430.1079288635,"2020"
"336","The Goldman Sachs Group","Northern America",1,"Admin","female","native",2.737191,0.047476,0.007721,137400.814003502,"2020"
"337","Accenture Plc","South-Eastern Asia",2,"Sales","male","white",106.266813,6.25345,2.693039,2277772.66311607,"2020"
"338","The Home Depot","Southern America",2,"Sales","male","multiple",2.438984,0.000515,0.000513,64679.5005818956,"2020"
"339","Accenture Plc","Southern Europe",4,"Operations","male","white",557.317073,5.082653,3.206767,38050540.0424345,"2020"
"340","Apple","Southern America",3,"empty","male","native",0.012,0,0,285.259157887518,"2020"
"341","Databricks","Eastern Europe",3,"Finance","female","white",0,0,0,NA,"2020"
"342","The Goldman Sachs Group",NA,7,"Finance","female","white",1.6e-05,0,0,NA,"2020"
"343","Accenture Plc","Northern America",1,"Sales","male","black",95.704877,1.756757,1.724012,4587637.66587791,"2020"
"344","Databricks","Eastern Europe",3,"Engineer","male","black",0.088123,7.4e-05,1.4e-05,6895.46231228735,"2020"
"345","Apple","Northern Africa",4,"Scientist","male","white",13.740742,0.003785,0.00272399999999999,341290.513092553,"2020"
"346","Accenture Plc","Central and Western Asia",4,"Operations","male","multiple",0.087761,0,0,3778.48841647114,"2020"
"347","Accenture Plc","Northern Africa",1,"Operations","female","multiple",0.563314,0.000259,0.000118,9153.7115934932,"2020"
"348","Bristol Myers Squibb Co.",NA,1,"Marketing","female","native",0.130725,3.6e-05,2.3e-05,4286.72858426598,"2020"
"349","Bristol Myers Squibb Co.","Eastern Europe",1,"Finance","male","native",0,0,0,NA,"2020"
"350","Apple","Pacific Islands",4,"Marketing","male","multiple",0.659384,5.1e-05,0.033544,65875.0346001414,"2020"
"351","Accenture Plc","Southern Asia",1,"Marketing","male","native",3.721741,0.051395,0.038805,35625.1182777719,"2020"
"352","Databricks","Northern Europe",5,"Admin","female","multiple",0,0,0,NA,"2020"
"353","Accenture Plc","Sub-Saharan Africa",1,"Admin","male","hispanic",6.229218,0.001974,0.002383,98532.7897493902,"2020"
"354","Databricks","Central and Western Asia",2,"Sales","female","native",0,0,0,NA,"2020"
"355","Apple","Southern Europe",5,"empty","female","native",0,0,0,NA,"2020"
"356","Apple","Pacific Islands",4,"Sales","female","hispanic",3.408358,0.00030299999999999,0.00026899999999999,512172.340139972,"2020"
"357","The Home Depot","Eastern Asia",2,"Operations","male","multiple",0.638948,0.00035599999999999,0.000714,14740.7627016284,"2020"
"358","Accenture Plc","Sub-Saharan Africa",5,"Marketing","male","hispanic",1.733182,0.000391,0.00069399999999999,53577.9902634752,"2020"
"359","Apple",NA,3,"Scientist","female","black",2.391619,0.00340999999999999,0.00266,255797.134952141,"2020"
"360","Bristol Myers Squibb Co.","Eastern Europe",1,"Marketing","female","multiple",0.00384,0,1.2e-05,85.803404709612,"2020"
"361","The Home Depot","Eastern Europe",2,"Scientist","female","hispanic",0.127153,5.2e-05,4.4e-05,5446.56743573336,"2020"
"362","Bristol Myers Squibb Co.","Arab States",2,"Sales","female","black",0.792656,0.00036299999999999,0.00057799999999999,56847.2719230314,"2020"
"363","Apple","Pacific Islands",3,"Operations","male","black",1.417996,0.00021499999999999,0.020936,155565.530701199,"2020"
"364","Bristol Myers Squibb Co.","Eastern Asia",3,"Admin","male","api",3.04518,0.00251199999999999,0.001751,169274.116054968,"2020"
"365","The Home Depot","Eastern Asia",5,"Engineer","male","api",4.411398,0.00125399999999999,0.00116099999999999,287707.600914702,"2020"
"366","The Goldman Sachs Group","Arab States",3,"Engineer","male","white",6.283721,0.007045,0.00586599999999999,356634.995094661,"2020"
"367","Accenture Plc","Eastern Asia",4,"Sales","male","api",306.218106,4.233135,2.042027,23600908.2876943,"2020"
"368","Bristol Myers Squibb Co.","Central America and the Caribbean",1,"Finance","male","black",0.004981,0,2.4e-05,70.6559934926117,"2020"
"369","Accenture Plc",NA,3,"empty","female","native",0.14408,0.014664,0.001118,4818.30906239377,"2020"
"370","Bristol Myers Squibb Co.","Northern Africa",5,"Sales","male","black",0.079639,4.3e-05,6.8e-05,982.952693679323,"2020"
"371","Accenture Plc","Central America and the Caribbean",6,"Engineer","female","black",0.254314,0,0,39213.0400268443,"2020"
"372","Bristol Myers Squibb Co.","Southern America",5,"Scientist","female","native",0.054345,3.6e-05,4.6e-05,1700.39198275562,"2020"
"373","Apple","Eastern Asia",5,"Sales","male","black",0.464886,0.000221,0.000324,32737.516695456,"2020"
"374","Apple","Southern Asia",4,"Engineer","female","hispanic",1.846165,0.013094,0.019154,30534.2977734818,"2020"
"375","Apple",NA,5,"Engineer","female","multiple",1.350092,0.00033,0.000203,165283.043263964,"2020"
"376","Bristol Myers Squibb Co.","Eastern Europe",5,"Sales","female","hispanic",0.293397,7.5e-05,6.6e-05,13336.8245160812,"2020"
"377","Bristol Myers Squibb Co.","Southern Asia",1,"Finance","male","white",0.00696499999999999,0,0,57.7559530242673,"2020"
"378","Bristol Myers Squibb Co.","Arab States",1,"Scientist","male","white",1.386466,0.001075,0.000576,64296.9891413033,"2020"
"379","The Goldman Sachs Group","Arab States",1,"Sales","female","api",2.070372,0.000724,0.000568,67598.5871195065,"2020"
"380","The Goldman Sachs Group",NA,3,"Marketing","female","multiple",0.312628,0.00033599999999999,0.000122,22367.3217754527,"2020"
"381","The Goldman Sachs Group","Northern Europe",6,"Admin","female","black",0.203651,0.000108,9.1e-05,19515.5967628848,"2020"
"382","The Goldman Sachs Group","Arab States",1,"Engineer","female","hispanic",0.010948,0,0,332.01293153343,"2020"
"383","Accenture Plc","Western Europe",6,"Finance","male","black",1.560469,0.16879,0.000279,197824.831540468,"2020"
"384","Databricks","Southern Asia",5,"Admin","female","multiple",0,0,0,NA,"2020"
"385","The Goldman Sachs Group","Northern America",1,"Sales","male","white",239.938342,5.146246,6.488256,11197673.6981049,"2020"
"386","Apple","Eastern Europe",3,"Finance","female","api",0.039371,0,0,1381.29698419229,"2020"
"387","Accenture Plc","Central and Western Asia",3,"Scientist","male","native",0.054,0,0,1771.74743654686,"2020"
"388","Bristol Myers Squibb Co.",NA,5,"Admin","female","hispanic",0.165436,0.000114,0.000119,17050.9163803978,"2020"
"389","Accenture Plc","Southern Asia",5,"Marketing","male","api",122.833083,1.378478,0.047338,1994547.8171757,"2020"
"390","Databricks","Central and Western Asia",3,"Engineer","male","api",0,0,0,NA,"2020"
"391","Databricks","Northern Africa",5,"Admin","female","multiple",0,0,0,NA,"2020"
"392","The Home Depot","Northern America",1,"Operations","female","multiple",72.256855,2.934668,1.353641,2537738.82046251,"2020"
"393","Bristol Myers Squibb Co.","Western Europe",3,"Scientist","male","api",3.300517,0.029894,0.067652,301263.270937869,"2020"
"394","The Home Depot","Eastern Europe",4,"Sales","female","api",0.00701699999999999,0,0,467.021183273946,"2020"
"395","Apple","Eastern Europe",1,"Sales","female","black",44.518186,0.0086,0.004026,876113.994556313,"2020"
"396","Accenture Plc","Northern America",2,"Engineer","female","multiple",181.723639,6.738123,2.552213,16010253.264435,"2020"
"397","The Home Depot","Sub-Saharan Africa",2,"empty","male","black",0.70258,0.000212,8.8e-05,15964.0293695713,"2020"
"398","The Home Depot",NA,5,"Finance","male","api",0.024392,0,0,3481.74507661377,"2020"
"399","Apple","Southern Europe",1,"Sales","male","white",1000.58912,0.581744,5.600023,32941370.3687659,"2020"
"400","Accenture Plc","Northern America",1,"Sales","male","black",98.41273,2.117212,2.579121,4719561.85421162,"2020"
"401","Apple","Sub-Saharan Africa",4,"Marketing","male","hispanic",0.114879,0,0,3563.07037643936,"2020"
"402","Bristol Myers Squibb Co.","Eastern Asia",5,"Engineer","male","native",0.028606,4.3e-05,3.4e-05,2147.0319633249,"2020"
"403","Bristol Myers Squibb Co.","Southern Europe",6,"Engineer","female","hispanic",0.00097799999999999,0,0,0,"2020"
"404","Accenture Plc","Northern Europe",1,"Scientist","female","native",0.092799,0.002,0.013785,3070.96329372627,"2020"
"405","The Goldman Sachs Group","Arab States",2,"Admin","female","api",0.208995,3.4e-05,2.9e-05,16822.5303934032,"2020"
"406","Bristol Myers Squibb Co.","Southern Europe",1,"Scientist","male","multiple",0.478126,0.00023499999999999,0.00033599999999999,18848.6561632521,"2020"
"407","Databricks","Central and Western Asia",2,"Finance","female","hispanic",0,0,0,NA,"2020"
"408","Apple","Southern America",1,"Engineer","male","black",8.561739,0.00508999999999999,0.004228,91525.1170116301,"2020"
"409","The Goldman Sachs Group","Western Europe",2,"Scientist","male","hispanic",1.321368,0.016286,0.000311,142752.64753489,"2020"
"410","The Goldman Sachs Group","Sub-Saharan Africa",5,"Admin","male","hispanic",0,0,0,NA,"2020"
"411","The Goldman Sachs Group","Sub-Saharan Africa",5,"Engineer","female","api",0.024809,0,0,2766.59119814047,"2020"
"412","The Goldman Sachs Group","Central America and the Caribbean",4,"empty","male","multiple",0,0,0,NA,"2020"
"413","Databricks","Pacific Islands",5,"Sales","male","black",0.298491,0.000155,1.3e-05,32368.1328500242,"2020"
"414","Accenture Plc","Southern Europe",5,"Admin","male","black",1.283393,5e-04,0.001457,129088.229686804,"2020"
"415","Apple","Central and Western Asia",2,"Admin","male","api",74.789912,0.970914,0.007842,2124101.83821668,"2020"
"416","Bristol Myers Squibb Co.","Southern Asia",5,"Engineer","male","hispanic",0.005032,0,0,102.442264406341,"2020"
"417","Bristol Myers Squibb Co.","Arab States",2,"Operations","male","black",0.001997,0,0,127.448799521607,"2020"
"418","Apple","Pacific Islands",5,"Sales","male","black",3.391801,0.00387699999999999,0.000473,462089.637939025,"2020"
"419","Accenture Plc","Northern America",7,"Sales","female","hispanic",0.00899999999999999,0,0,1567.07128165276,"2020"
"420","Databricks","Eastern Europe",4,"Engineer","male","native",0.003215,3e-06,0,118.892738846268,"2020"
"421","The Home Depot","Northern America",2,"Engineer","female","multiple",48.431925,1.264823,0.716124,4121972.44439125,"2020"
"422","Bristol Myers Squibb Co.","South-Eastern Asia",1,"Engineer","female","white",0.031431,2.1e-05,3.4e-05,214.102673270554,"2020"
"423","Accenture Plc","Southern America",2,"Operations","male","hispanic",102.356191,1.487502,4.136949,1868776.84173372,"2020"
"424","The Goldman Sachs Group","Northern America",1,"empty","male","white",6.972806,0.00484099999999999,1.197358,497765.497120941,"2020"
"425","Accenture Plc","Western Europe",4,"Finance","female","multiple",1.508484,0.065117,0.027367,115804.286143593,"2020"
"426","Databricks","Southern Europe",1,"Marketing","female","white",0,0,0,NA,"2020"
"427","Accenture Plc","South-Eastern Asia",7,"Admin","female","native",0,0,0,NA,"2020"
"428","Bristol Myers Squibb Co.","Sub-Saharan Africa",6,"Operations","female","multiple",0,0,0,NA,"2020"
"429","The Home Depot","Western Europe",3,"Finance","male","native",0.00899999999999999,0,0,673.860592662226,"2020"
"430","Bristol Myers Squibb Co.","Eastern Asia",1,"Engineer","male","hispanic",0.017695,0,0,620.117887765269,"2020"
"431","The Goldman Sachs Group","Central and Western Asia",2,"Marketing","female","api",0.002,0,0,47.4484378701038,"2020"
"432","Accenture Plc","Sub-Saharan Africa",5,"Scientist","female","api",1e-04,1e-04,1e-04,NA,"2020"
"433","Accenture Plc","Northern Africa",2,"empty","male","black",0,0,0,NA,"2020"
"434","The Goldman Sachs Group","Central and Western Asia",4,"Sales","female","native",0.002,0,0,172.048638705026,"2020"
"435","Accenture Plc","South-Eastern Asia",6,"Marketing","female","multiple",0.165793,0.00012899999999999,0,9438.37266042987,"2020"
"436","The Home Depot","South-Eastern Asia",5,"Sales","female","white",0.00199199999999999,0,0,45.5004972825736,"2020"
"437","The Goldman Sachs Group","Southern America",3,"Marketing","female","multiple",0.003,0,0,44.357169313265,"2020"
"438","Accenture Plc","South-Eastern Asia",5,"Scientist","female","api",1.308356,0.00033799999999999,0.000328,23978.4662421408,"2020"
"439","Apple","Central and Western Asia",5,"Sales","male","native",0.378561,8.2e-05,6.8e-05,24194.1166022047,"2020"
"440","The Goldman Sachs Group","Northern Europe",2,"Marketing","male","native",0.049109,3.1e-05,1.4e-05,2800.02542910406,"2020"
"441","The Goldman Sachs Group",NA,5,"Finance","male","api",19.887384,0.00443399999999999,0.003969,1884709.75748892,"2020"
"442","The Home Depot","Southern Europe",4,"Marketing","male","multiple",7e-06,0,0,NA,"2020"
"443","Bristol Myers Squibb Co.","Eastern Europe",4,"Operations","female","black",0.005099,0,0,311.534474205869,"2020"
"444","The Home Depot","Central and Western Asia",5,"Engineer","female","black",0.141958,1.8e-05,1.7e-05,7847.24123221206,"2020"
"445","Bristol Myers Squibb Co.","Arab States",3,"Operations","female","multiple",0.02405,0,0,733.020685739021,"2020"
"446","Accenture Plc","South-Eastern Asia",6,"Engineer","male","api",24.54774,0.00748799999999999,0.015895,894073.935210371,"2020"
"447","Accenture Plc","Eastern Asia",3,"Marketing","male","api",110.687081,1.16438,1.5833,5314727.51469126,"2020"
"448","The Goldman Sachs Group","Eastern Europe",5,"Operations","female","hispanic",0.026252,0,0,1368.79209769511,"2020"
"449","The Home Depot","Northern America",6,"Engineer","female","api",0.00952199999999999,0,0,2382.61663546897,"2020"
"450","Databricks","Southern Asia",2,"Engineer","male","native",0.174659,0.026947,4.9e-05,2420.7386301722,"2020"
"451","The Home Depot","Southern Europe",5,"Admin","female","hispanic",0,0,0,NA,"2020"
"452","The Home Depot","Southern Asia",1,"empty","female","native",0.002013,0,0,20.4823869080372,"2020"
"453","The Home Depot","Southern America",1,"Engineer","female","multiple",0.050724,0,0,373.123830386297,"2020"
"454","The Goldman Sachs Group","Western Europe",4,"Admin","female","multiple",0.647316,0.000687,0.02205,66380.6957345532,"2020"
"455","Apple","Central America and the Caribbean",4,"Sales","male","white",25.410171,0.055276,0.018883,1416244.07528356,"2020"
"456","The Home Depot","Southern Europe",1,"Engineer","female","api",0.0521,0,0,1247.41177682407,"2020"
"457","Bristol Myers Squibb Co.","Northern Europe",2,"Scientist","female","white",104.736659,5.461183,3.407631,6442991.90201327,"2020"
"458","The Goldman Sachs Group","Western Europe",4,"Finance","male","white",100.684621,1.133342,2.244825,8865249.64984081,"2020"
"459","The Home Depot","Northern Europe",4,"Marketing","male","white",2.383283,0.000794,0.00032899999999999,128909.356822953,"2020"
"460","The Home Depot","Central America and the Caribbean",2,"Finance","male","api",0.184619,2.9e-05,1.2e-05,4498.86894029072,"2020"
"461","Databricks","Pacific Islands",1,"Admin","male","api",0.00903999999999999,6e-06,2e-06,246.991531952527,"2020"
"462","Bristol Myers Squibb Co.","Southern America",1,"Scientist","female","black",1.103835,0.00176,0.005366,14920.1718083363,"2020"
"463","The Home Depot","South-Eastern Asia",2,"Marketing","male","white",3.338258,0.00097499999999999,0.000903,70900.9797528409,"2020"
"464","Bristol Myers Squibb Co.","Arab States",5,"Operations","male","hispanic",0.003,0,0,369.158546636645,"2020"
"465","Accenture Plc","Northern Europe",2,"Admin","male","api",43.127746,0.26659,1.588556,2286964.44673722,"2020"
"466","Accenture Plc","Central America and the Caribbean",2,"empty","male","native",0.04278,0.004,0,1573.05355691559,"2020"
"467","The Goldman Sachs Group","Southern Asia",6,"Operations","female","white",0.601212,0.000687,0.000572,16131.4331025233,"2020"
"468","Bristol Myers Squibb Co.","Eastern Asia",4,"Sales","male","native",0.066002,7.3e-05,6.7e-05,2807.01745963268,"2020"
"469","Bristol Myers Squibb Co.","Sub-Saharan Africa",1,"Sales","female","native",0.073084,1.4e-05,1.2e-05,1130.30917206945,"2020"
"470","Accenture Plc","Northern Africa",3,"Sales","male","native",0.370498,0.000108,9.3e-05,7545.40041417646,"2020"
"471","The Home Depot","Pacific Islands",3,"empty","male","native",0,0,0,NA,"2020"
"472","Bristol Myers Squibb Co.","Southern America",3,"Admin","female","white",1.408668,0.00067,0.000284,25856.750244958,"2020"
